Título,Fecha,Contenido,Etiquetas,Número de Comentarios,Enlace
UNE preve afectación de 1690 MW para horario pico,2025-05-07 09:23:00,"En Artemisa avanza la recuperación de los servicios de electricidad. Foto: Twitter/ @RAcncuba. En el día de ayer, martes, se afectó el servicio las 24 horas y se mantuvo afectado durante toda la madrugada de hoy. La máxima afectación en el día de ayer fue de 1708 MW a las 20:50 horas, coincidente con la hora de máxima demanda, superior a lo planificado por la no entrada en tiempo de la unidad 6 de la CTE Nuevitas. La producción de energía de los 11 nuevos parques solares fotovoltaicos fue de 1030 MWh. La disponibilidad del SEN a las 07:00 horas de hoy miércoles, es de 1700 MW y la demanda 2800 MW con 1163 MW afectados por déficit de capacidad, en el horario de la media se estima una afectación de 1350 MW. Se encuentran en avería la unidad 3 de la CTE Cienfuegos y unidad 2 de la CTE Felton . Se encuentran en mantenimiento la unidad 2 de la CTE Santa Cruz, la unidad de la CTE Guiteras, la unidad 4 de la CTE Cienfuegos y la unidad 5 de la CTE Renté. Las l imitaciones en la generación térmica son de 363 MW. Se encuentran fuera de servicio por combustible 75 centrales de generación distribuida con 545 MW afectados por combustible. Se estima para el horario pico la recuperación de 80 MW en centrales diésel que están fuera por combustible. Con este pronóstico, se estima una disponibilidad de 1780 MW y una demanda máxima de 3400 MW, para un déficit de 1620 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1690 MW en este horario. UNE-MINEM","Combustibles, Cuba, Economía, Energía solar, Generación Eléctrica, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica",58,http://www.cubadebate.cu/noticias/2025/05/07/une-preve-afectacion-de-1690-mw-para-horario-pico/
La Unión Eléctrica pronostica una afectación de 1 575 MW para el horario pico nocturno,2025-05-06 10:03:00,"Unión Eléctrica Nacional Para el horario pico se estima la recuperación de 80 MW en centrales diésel que están fuera por combustible, y la entrada de la unidad 6 de la CTE Nuevitas, con 100 MW. Con este pronóstico, se estima una disponibilidad de 1875 MW y una demanda máxima de 3380 MW, para un déficit de 1505 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1575 MW en este horario. Estado del Sistema Eléctrico Nacional (SEN) para el martes 6 de mayo de 2025 En el día de ayer se afectó el servicio las 24 horas y se mantuvo afectado durante toda la madrugada de hoy. La máxima afectación en el día de ayer fue de 1730 MW a las 21:50 horas, no coincidente con la hora de máxima demanda, superior a lo planificado por salida imprevista de la unidad 3 de la CTE Cienfuegos. La producción de energía de los 9 nuevos parques solares fotovoltaicos fue de 1040 MWh. Estado actual del SEN La disponibilidad del SEN a las 07:00 horas era de 1695 MW y la demanda 2800 MW con 1210 MW afectados por déficit de capacidad, en el horario de la media se estima una afectación de 1380 MW. Principales incidencias Avería: Unidad 3 de la CTE Cienfuegos y Unidad 2 de la CTE Felton. Mantenimiento: Unidad 2 de la CTE Santa Cruz, Unidad 4 de la CTE Cienfuegos, la Unidad de la CTE Matanzas, Unidad 6 de la CTE Nuevitas y Unidad 5 de la CTE Renté. Limitaciones térmicas: 301 MW fuera de servicio. Problemas por falta de combustible: 72 centrales de generación distribuida (545 MW). (Con información de la Unión Eléctrica Nacional)","Apagones, Cuba, Economía, economía doméstica, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Unión Eléctrica (UNE)",36,http://www.cubadebate.cu/noticias/2025/05/06/la-union-electrica-pronostica-una-afectacion-de-1-575-mw-para-el-horario-pico-nocturno-2/
La Unión Eléctrica pronostica una afectación de 1 680 MW para el horario pico nocturno,2025-05-05 09:10:00,"La Unión Eléctrica estima una disponibilidad de 1 790 MW y una demanda máxima de 3 400 MW, para un déficit de 1 610 MW, por lo que, de mantenerse las condiciones previstas, se pronostica una afectación de 1 680 MW para el horario pico nocturno. Para ese momento del día se espera también la recuperación de 80 MW en centrales diésel que están fuera por déficit de combustible, y la entrada de la unidad 5 de Mariel, con 65 MW. La disponibilidad del SEN a las 07:00 horas era de 1 855 MW y la demanda de 2 725 MW, con 915 MW afectados por déficit de capacidad. En el horario de la media se estima una afectación de 1 350 MW. Entre las principales incidencias están las averías en las unidades 5 y 8 de la CTE Mariel y la unidad 2 de la CTE Felton. Están en mantenimiento la unidad 2 de la CTE Santa Cruz, la unidad 4 de la CTE Cienfuegos, la unidad 6 de la CTE Nuevitas y la unidad 5 de la CTE Renté. En el horario de la mañana saldrá de servicio la unidad de la CTE Antonio Guiteras, por un mantenimiento impostergable por cinco días . Hay 413 MW fuera de servicio por limitaciones térmicas, mientras 81 centrales de generación distribuida presentan problemas por falta de combustible, lo cual supone una afectación de 610 MW. En la jornada de ayer se afectó el servicio las 24 horas y se mantuvo así durante toda la madrugada de hoy. La máxima afectación en el día fue de 1 450 MW a las 20:50 horas, coincidente con el momento de máxima demanda. La producción de energía de los 9 nuevos parques solares fotovoltaicos fue de 938 MWh.","Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Unión Eléctrica (UNE)",19,http://www.cubadebate.cu/noticias/2025/05/05/la-union-electrica-pronostica-una-afectacion-de-1-680-mw-para-el-horario-pico-nocturno/
Pronóstico de la UNE advierte sobre afectaciones de 1 417 megawatts en horario de máxima demanda,2025-05-04 11:00:00,"Central Termoeléctrica de Cienfuegos Carlos Manuel de Céspedes. Foto: Abel Padrón Padilla/ Cubadebate. La Unión Eléctrica informó a través de su comunicado diario que a las 07:00 horas de este domingo, la disponibilidad del Sistema Eléctrico Nacional (SEN) fue de 1 840 MW , frente a una demanda de 2 550 MW, lo que generó un déficit de 820 MW. Para el horario de mediodía, se estima una afectación de 920 MW . Asimismo, con una disponibilidad estimada de 2 053 MW y una demanda máxima de 3 400 MW, se proyecta un déficit de 1 347 MW durante la noche. De mantenerse las condiciones actuales, indicó la UNE, la afectación en este horario alcanzaría los 1 417 MW . Actualmente presentan averías las unidades 5 y 2 de la CTE Mariel y de la CTE Felton, respectivamente. El texto señala que se  ejecutan trabajos de mantenimiento en la Unidad 2 de la CTE Santa Cruz, la Unidad 4 de la CTE Cienfuegos, la Unidad 6 de la CTE Nuevitas y la Unidad 5 de la CTE Renté. Las limitaciones térmicas mantienen fuera de servicio 413 MW. Además, persisten problemas por falta de combustible: 83 centrales de generación distribuida (573 MW) y 133 MW de la central fuel de Mariel, sumando un total de 706 MW afectados por este motivo . De igual modo, se prevé la recuperación de 80 MW en centrales diésel que estaban fuera por falta de combustible y el retorno de la central fuel de Mariel con 133 MW. En las últimas 24 horas el Sistema Eléctrico Nacional (SEN) registró interrupciones continuas, extendiéndose hasta la madrugada del domingo. Según la fuente, la mayor afectación ocurrió el domingo a las 19:40 horas, con un déficit de 1 682 megavatios (MW), superior a lo planificado debido a una demanda no pronosticada y la salida de emergencia de la Unidad 5 de la Central Termoeléctrica (CTE) Mariel. Los nueve nuevos parques solares fotovoltaicos aportaron 936 megavatios-hora (MWh) de energía durante la jornada.","Combustibles, Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",17,http://www.cubadebate.cu/noticias/2025/05/04/pronostico-de-la-une-advierte-sobre-afectaciones-de-1-417-megawatts-en-horario-de-maxima-demanda/
UNE pronostica una afectación de 1 417 MW para el horario pico nocturno,2025-05-03 08:39:00,"Trabajadores de la Unión Eléctrica. Foto: Andy Jorge Blanco/Cubadebate. La Unión Eléctrica estima que el déficit de generación para el horario pico nocturno alcance los 1 417 MW, según dio a conocer la empresa en su parte habitual. De acuerdo con la información emitida, la disponibilidad del SEN a las 07:00 horas fue de 1 720 MW, frente a una demanda de 2 710 MW con 1 025 MW afectados por déficit de capacidad, en el horario de la media se estima una afectación de 1 180 MW. Principales incidencias Avería: Unidad 2 de la CTE Felton. Mantenimiento : Unidad 2 de la CTE Santa Cruz, Unidad 4 de la CTE Cienfuegos y Unidad 5 de la CTE Renté. Limitaciones térmicas : 488 MW fuera de servicio. Problemas por falta de combustible: 78 centrales de generación distribuida (577 MW). 133 MW en la central fuel de Mariel 149 MW en la central fuel de Moa 104 MW en la Patana de Melones Total: 963 MW afectados por combustible. Para el horario pico se estima la recuperación de 80 MW en centrales diésel que están fuera por combustible, la entrada de 104 MW en la patana de Melones y la entrada de la central fuel de Moa con 149 MW. Con este pronóstico, se prevé una disponibilidad de 2 053 MW y una demanda máxima de 3 400 MW, para un déficit de 1 347 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1 417 MW en este horario. La producción de energía de los 9 nuevos parques solares fotovoltaicos fue de 1 103 MWh. En el día de ayer se afectó el servicio las 24 horas y se mantuvo afectado durante toda la madrugada de este sábado. La máxima afectación en el día de ayer fue de 1 683 MW a las 19:50 horas, no coincidente con la hora de máxima demanda, mayor que lo planificado por demanda superior a la pronosticada. (Con información de UNE-MINEM)","Apagones, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",41,http://www.cubadebate.cu/noticias/2025/05/03/une-pronostica-una-afectacion-de-1-417-mw-para-el-horario-pico-nocturno/
Unión Eléctrica: Déficit de generación para horario nocturno se estima alcance los 1406 MW,2025-05-02 11:58:00,"La Unión Eléctrica estima que el déficit de generación para el horario pico nocturno alcance los 1 406 MW, según dio a conocer la empresa en su parte habitual. De acuerdo con la información emitida, la disponibilidad del SEN a las 07:00 horas era de 1 700 MW y la demanda 2 700 MW con 1 046 MW afectados por déficit de capacidad; en el horario del mediodía se estima una afectación de 1 150 MW. Principales incidencias Avería: Unidad 3 de la CTE Renté y la Unidad 2 de la CTE Felton. Mantenimiento: Unidad 2 de la CTE Santa Cruz, Unidad 4 de la CTE Cienfuegos y Unidad 5 de la CTE Renté. Limitaciones térmicas: 518 MW fuera de servicio. Problemas por falta de combustible: 79 centrales de generación distribuida (552 MW). 117 MW en la central fuel de Mariel 149 MW en la central fuel de Moa 54 MW en la Patana de Regla Total: 872 MW afectados por combustible. Se estima para el horario pico el completamiento de la unidad de CMC 3 con 110 MW, el de la Patana de Regla con 54 MW y la recuperación de 150 MW en centrales diésel que están fuera por combustible. Con este pronóstico, se estima una disponibilidad de 2 014 MW y una demanda máxima de 3 350 MW, para un déficit de 1 336 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1406 MW en este horario. En el día de ayer se afectó el servicio las 24 horas y se mantuvo afectado durante toda la madrugada de hoy. La máxima afectación en el día de ayer fue de 1337 MW a las 20:20 horas, no coincidente con la hora de máxima demanda, superior al pronóstico por demanda por encima de lo estimado y salida de la unidad 3 de la CTE Rente. La producción de energía de los 9 nuevos parques solares fotovoltaicos fue de 1120 MWh. (Con información de la UNE)","Apagón, Apagones, Combustibles, Economía, Electricidad, Empresa Eléctrica, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",18,http://www.cubadebate.cu/noticias/2025/05/02/union-electrica-deficit-de-generacion-para-horario-nocturno-se-estima-alcance-los-1406-mw/
Sincronizó al Sistema Eléctrico Nacional la unidad 3 de la termoeléctrica Carlos Manuel de Céspedes,2025-05-01 20:48:00,"Central Termoeléctrica de Cienfuegos Carlos Manuel de Céspedes. Foto: Abel Padrón Padilla/ Cubadebate. A las 19:35 horas de este jueves sincronizó al Sistema Eléctrico Nacional la unidad 3 de la termoeléctrica Carlos Manuel de Céspedes , de Cienfuegos, informó la propia entidad en su página de Facebook. Luego de tres meses paralizada por una avería en la turbina, trabajadores de varias zonas del país laboraron en su recuperación. En declaraciones recientes a la prensa, el director técnico del centro, Juan Bravo Núñez, señaló que tras este paso, todas las labores y fuerza de trabajo pasarán a la unidad 4, que requiere una modernización en la caldera. La termoeléctrica cienfueguera ha sido Colectivo Vanguardia Nacional por 43 años en el Sindicato de Trabajadores Químicos, Mineros y Energéticos. Vea además: Desde Cuba: Termoeléctrica de Cienfuegos, ¿Cómo ha sido el proceso de recuperación? Central termoeléctrica de Cienfuegos: Una inyección de energía desde el centro de Cuba","Carlos Manuel de Céspedes, Cienfuegos, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",47,http://www.cubadebate.cu/noticias/2025/05/01/sincronizo-al-sistema-electrico-nacional-la-unidad-3-de-la-termoelectrica-carlos-manuel-de-cespedes/
La Unión Eléctrica pronostica una afectación de 1 185 MW para el horario pico de este jueves,2025-05-01 11:50:00,"Termoeléctrica Felton. Foto: Archivo. La Unión Eléctrica estima para la hora pico de este jueves una disponibilidad de 2 035 MW y una demanda máxima de 3 150 MW, para un déficit de 1 115 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1 185 MW en este horario. La disponibilidad del SEN a las 07:00 horas fue de 1 985 MW y la demanda 2 450 MW con 550 MW afectados por déficit de capacidad, en el horario de la media se estima una afectación de 780 MW. Se estima la entrada para el horario pico de la unidad 6 de la CTE Rente con 50 MW. Presentan averías la unidad 6 de la CTE Renté y la unidad 2 de la CTE Felton. Se encuentran en mantenimiento la unidad 2 de la CTE Santa Cruz, unidades 3 y 4 de la CTE Cienfuegos y unidad 5 de la CTE Renté. Por otra parte, tienen problemas por falta de combustible 69 centrales de generación distribuida (558 MW). También hay hay 399 MW por limitaciones térmicas. En el día de ayer se afectó el servicio las 24 horas y se mantuvo afectado durante toda la madrugada de hoy. La máxima afectación en el día de ayer fue de 1 587 MW a las 20:20 horas, coincidente con la hora de máxima demanda, superior al pronóstico por demanda por encima de lo estimado. La producción de energía de los 8 nuevos parques solares fotovoltaicos fue de 940 MWh.","Apagón, Apagones, Combustibles, Economía, Electricidad, Empresa Eléctrica, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",8,http://www.cubadebate.cu/noticias/2025/05/01/la-union-electrica-pronostica-una-afectacion-de-1-185-mw-para-el-horario-pico-de-este-jueves/
Unión Eléctrica pronostica una afectación de 1 530 MW para el pico nocturno de este miércoles,2025-04-30 09:43:00,"Central Termoeléctrica de Cienfuegos Carlos Manuel de Céspedes. Foto: Abel Padrón Padilla/ Cubadebate. En el día de ayer, informó la Unión Eléctrica, se afectó el servicio las 24 horas y se mantuvo afectado durante toda la madrugada de hoy. La máxima afectación en el día de ayer fue de 1639 MW a las 20:50 horas, no coincidente con la hora de máxima demanda. La producción de energía de los ocho nuevos parques solares fotovoltaicos en la jornada anterior fue de 1036 MWh. En estas condiciones, la disponibilidad del Sistema Eléctrico Nacional a las 7:00 am fue de 1870 MW y la demanda 2880 MW con 1141 MW afectados por déficit de capacidad. En el horario del mediodía se estima una afectación de 1200 MW. En estos momentos se encuentran en avería la unidad 8 de Mariel, la unidad 6 de la CTE Rente y la unidad 2 de la CTE Felton. En mantenimiento, la unidad 2 de la CTE Santa Cruz, las unidades 3 y 4 de la CTE Cienfuegos y la unidad 5 de la CTE Renté. Las limitaciones en la generación térmica son de 368 MW y se encuentran fuera de servicio por combustible 84 centrales de generación distribuida con 644 MW afectados por esta causa. Se estima la entrada para el horario pico de la unidad 8 de la CTE Mariel con 70 MW. Con este pronóstico, se pronostica una disponibilidad de 1940 MW y una demanda máxima de 3400 MW, para un déficit de 1460 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1530 MW en este horario. (Con información de la UNE-MINEM)","Apagones, Cuba, Economía, economía doméstica, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",21,http://www.cubadebate.cu/noticias/2025/04/30/union-electrica-pronostica-una-afectacion-de-1-530-mw-para-el-pico-nocturno-de-este-miercoles/
La Unión Eléctrica pronostica una afectación de 1 620 MW para el horario pico nocturno,2025-04-29 09:29:00,"Se estima para el horario pico la entrada de la unidad 3 de la CTE Santa Cruz con 50 MW (en proceso de arranque). Con este pronóstico, se considera una disponibilidad de 1870 MW y una demanda máxima de 3420 MW, para un déficit de 1550 MW, por lo que se pronostica una afectación de 1620 MW. En el día de ayer se afectó el servicio las 24 horas y se mantuvo afectado durante toda la madrugada de hoy. La máxima afectación en el día de ayer fue de 1697 MW a las 20:20 horas, coincidente con la hora de máxima demanda, superior al pronóstico por demanda por encima de lo planificado y la salida imprevista de la unidad 3 de CTE Santa Cruz. Estado actual del SEN La disponibilidad del SEN a las 07:00 a.m. era de 1820 MW y la demanda 2710 MW con 974 MW afectados por déficit de capacidad, en el horario de la media se estima una afectación de 1100 MW. Principales incidencias Avería: Unidad 3 de la CTE Santa Cruz y la Unidad 2 de la CTE Felton. Mantenimiento: Unidad 2 de la CTE Santa Cruz, Unidades 3 y 4 de la CTE Cienfuegos y Unidad 5 de la CTE Renté. Limitaciones térmicas: 383 MW fuera de servicio. Problemas por falta de combustible: 84 centrales de generación distribuida (706 MW). La producción de energía de los 8 nuevos parques solares fotovoltaicos fue de 1077 MWh. (Con información de la Unión Eléctrica Nacional)","Apagones, Cuba, Economía, economía doméstica, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",23,http://www.cubadebate.cu/noticias/2025/04/29/la-union-electrica-pronostica-una-afectacion-de-1-620-mw-para-el-horario-pico-nocturno/
La Unión Eléctrica pronostica una afectación de 1 423 MW para el horario pico de este lunes,2025-04-28 09:51:00,"Foto: Archivo. La Unión Eléctrica estima para este lunes 28 de abril una disponibilidad de 1 947 MW y una demanda máxima de 3 300 MW, para un déficit de 1 353 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1 423 MW en este horario. La disponibilidad del SEN a las 07:00 horas era de 1 887 MW y la demanda 2 580 MW con 752 MW afectados por déficit de capacidad, en el horario de la media se estima una afectación de 980 MW. Se prevé la entrada para el horario pico de la unidad 5 de la CTE Mariel con 60 MW. Presentan averías la unidad 5 de la CTE Mariel y la unidad 2 de la CTE Felton. Asimismo están en mantenimiento la unidad 2 de la CTE Santa Cruz, unidades 3 y 4 de la CTE Cienfuegos y unidad 5 de la CTE Renté. Por otra parte, tienen problemas por falta de combustible 92 centrales de generación distribuida (666 MW). También hay 399 MW fuera de servicio por limitaciones térmicas. En el día de ayer se afectó el servicio las 24 horas y se mantuvo afectado durante toda la madrugada de hoy. La máxima afectación en el día de ayer fue de 1 450 MW a las 20:20 horas, coincidente con la hora de máxima demanda. La producción de energía de los 8 nuevos parques solares fotovoltaicos fue de 984 MWh.","Apagón, Apagones, Combustibles, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",35,http://www.cubadebate.cu/noticias/2025/04/28/la-union-electrica-pronostica-una-afectacion-de-1-423-mw-para-el-horario-pico-de-este-lunes/
España y Europa Occidental registran problemas masivos de suministro eléctrico,2025-04-28 09:02:00,"Apagón masivo deja sin electricidad a millones en España y afecta a países vecinos. Foto: Sputnik Mundo Un apagón masivo dejó sin electricidad a gran parte de España y ha afectado también a países vecinos en Europa Occidental este 28 de abril . Sevilla, Barcelona y Pamplona se encuentran entre las ciudades sin suministro, mientras que en Valencia también se han reportado cortes, obligando a los pasajeros a evacuar los vagones y continuar su trayecto a pie. Las líneas telefónicas han quedado fuera de servicio en toda España y el aeropuerto de Madrid ha sufrido una pérdida total de electricidad. Además, la falla eléctrica se ha extendido a Portugal, Andorra y Francia, afectando infraestructuras y servicios en estas regiones. Tras una hora de apagón, los operadores españoles siguen sin conocer la causa exacta del incidente. Red Eléctrica ha comenzado a restablecer el suministro en el norte y sur de la península, calificando estas zonas como claves para la recuperación progresiva del servicio. “El proceso implica una energización gradual de la red de transporte, dependiendo de la sincronización con los grupos de generación”, agregó. A su vez, la compañía eléctrica Endesa no ha proporcionado detalles sobre la duración del problema, que comenzó a las 12:30 horas GMT 10:30. El Instituto Nacional de Ciberseguridad INCIBE ha señalado que entre los escenarios analizados se incluye la posibilidad de un ciberataque como origen de la falla. Mientras tanto, algunos sectores han confirmado que la interrupción eléctrica no ha afectado sus operaciones. Por su parte, la empresa AENA informó que los servicios aéreos continúan sin alteraciones, y la bolsa y los bancos mantienen su actividad con normalidad. El Senado español tampoco ha reportado inconvenientes. El presidente del Gobierno de España, Pedro Sánchez, dijo este lunes que todavía se investigan las causas del apagón masivo que afectó a este país, Portugal y una parte residual de Francia. Sin embargo, deslizó que se hacen consulta a la Organización del Tratado del Atlántico Norte (OTAN), junto con la cual se analizan todas las informaciones disponibles para descartar la posibilidad de un ciberataque. Reunido en el Palacio de la Moncloa con el Consejo Nacional de Seguridad del Ejecutivo, Sánchez aseguró que se trabaja intensamente para el regreso a la normalidad, aunque reconoció que todos los servicios no estarán activos de forma inmediato. En los lugares donde se ha recuperado internet se han difundido varios bulos o fake news, entre ellos algunos acusando a Rusia o Marruecos de ejecutar presuntos ciberataques; o que los autores del supuesto sabotaje resultaron ser extraterrestres o un programa de Inteligencia Artificial (IA) que decidió tomar control del mundo. Cuatro Comunidades Autónomas, entre ellas Madrid, pidieron al Gobierno el estado de Emergencia 3 , por lo cual recibirán ayuda extraordinaria por parte de las autoridades centrales. La compañía eléctrica Endesa acaba de comunicar que un tercio de sus clientes ya han recuperado el suministro elcéctrico. La entidad asegura que colabora con Red Eléctrica para abordar la crisis, sobre todo en centros hospitalarios. Según ha informado la ministra para la Transición Ecológica y el Reto Demográfico, Sara Aagesen, en las redes sociales, actualmente el 35,1% de demanda energética está atendida (9 146 MW). “Todas las zonas de la red de alta tensión ya están interconectadas. Seguimos trabajando con las distribuidoras para restablecer el suministro en todo el territorio”, añade el comunicado (Con información de Agencias) Compartir en Facebook Compartir en Twitter Compartir en WhatsApp Compartir en Telegram Noticias Economía Reportan incendio en base de transporte en Camagüey 7 mayo 2025 | + | Rusia financiará proyectos de inversión en Cuba por mil millones de dólares 7 mayo 2025 | + | Díaz-Canel destaca el papel de la URSS en la lucha contra el fascismo a 80 años de la Gran Victoria (+ Video) 7 mayo 2025 | + | Se extiende el plazo de aplicación de la resolución 56 en lo referente a la comercialización mayorista para actores económicos no estatales 7 mayo 2025 | 21 | Temporada ciclónica 2025: pronóstico de actividad en el Atlántico Norte 7 mayo 2025 | 4 | ir aNoticias » Reportan incendio en base de transporte en Camagüey 7 mayo 2025 | + | Rusia financiará proyectos de inversión en Cuba por mil millones de dólares 7 mayo 2025 | + | Se extiende el plazo de aplicación de la resolución 56 en lo referente a la comercialización mayorista para actores económicos no estatales 7 mayo 2025 | 21 | UNE preve afectación de 1690 MW para horario pico 7 mayo 2025 | 58 | China acepta diálogo comercial con Estados Unidos en Suiza, pero deja claro que solo avanzará si hay respeto mutuo 6 mayo 2025 | 9 | ir aEconomía »","Andorra, Apagón, Apagones, Economía, Electricidad, España, Europa, Portugal",24,http://www.cubadebate.cu/noticias/2025/04/28/espana-y-europa-occidental-registran-problemas-masivos-de-suministro-electrico/
La Unión Eléctrica pronostica una afectación de 1 513 MW para el horario pico nocturno,2025-04-27 10:09:00,"Foto: Archivo/ Cubadebate. Se estima la salida para el horario pico la Unidad 3 de la CTE Santa Cruz. Con esta predicción se estima una disponibilidad de 1857 MW y una demanda máxima de 3300 MW, para un déficit de 1443 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1513 MW en este horario. En el día de ayer se afectó el servicio las 24 horas y se mantuvo afectado durante toda la madrugada de hoy. La máxima afectación en el día de ayer fue de 1617 MW a las 19:20 horas, no coincidente con la hora de máxima demanda. La producción de energía de los 8 nuevos parques solares fotovoltaicos fue de 788 MW . La disponibilidad del SEN a las 07:00 a.m. era de 1900 MW y la demanda 2500 MW, con 650 MW afectados por déficit de capacidad. En el horario de la media se estima una afectación de 950 MW. Las principales incidencias para la jornada de este domingo son: Por averías: La Unidad 5 de la CTE Mariel y la Unidad 2 de la CTE Felton. Se encuentran en mantenimiento: La Unidad 2 de la CTE Santa Cruz, las Unidades 3 y 4 de la CTE Cienfuegos y la Unidad 5 de la CTE Renté. Por limitaciones térmicas hay 399 MW fuera de servicio. Con problemas por falta de combustible se hallan 90 centrales de generación distribuida (656 MW). (Con información de la Unión Eléctrica Nacional)","Apagones, Cuba, Economía, economía doméstica, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Unión Eléctrica (UNE)",9,http://www.cubadebate.cu/noticias/2025/04/27/la-union-electrica-pronostica-una-afectacion-de-1-513-mw-para-el-horario-pico-nocturno/
Avances en la recuperación de unidades termoeléctricas en Cuba,2025-04-21 19:55:00,"Termoeléctrica Felton. Foto: Archivo. La Unión Eléctrica de Cuba (UNE) informa sobre los progresos en las termoeléctricas Felton 1 y Nuevitas 5, claves para la estabilidad energética del país. Este lunes se realizó con resultados positivos la prueba hidráulica en la unidad Felton 1 , ubicada en la central termoeléctrica ""Lidio Ramón Pérez"" (Holguín). Tras esta comprobación técnica, los equipos trabajan en el sellado del piso del horno , una etapa crucial antes del reinicio operativo. El director de la planta confirmó que se encuentra en la fase final de solución de la avería y estimó que el proceso de arranque de Felton 1 podría iniciarse este martes en horario matutino , de cumplirse los protocolos establecidos. Por otra parte, la unidad Nuevitas 5 (en Camagüey) tiene pronóstico de sincronización al Sistema Eléctrico Nacional para el jueves , según lo planificado. Su incorporación sería un alivio adicional para la generación de energía en el país. (Con información de la UNE)","Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Tecnología, Unión Eléctrica (UNE)",15,http://www.cubadebate.cu/noticias/2025/04/21/avances-en-la-recuperacion-de-unidades-termoelectricas-en-cuba/
Detenida unidad de Felton 1 por salidero en caldera (+Video),2025-04-19 13:50:00,Termoeléctrica Felton. Foto: Archivo. La unidad 1 de la CTE Lidio Ramón Pérez (Felton) fue detenida este sábado por un salidero en caldera. Se procede al proceso de evacuación de vapor y enfriamiento para acceder al área. Especialistas y técnicos evalúan causas que provocaron avería. Las máximas autoridades del partido y el gobierno en Mayarí están en el lugar.,"Apagón, Apagones, Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",13,http://www.cubadebate.cu/noticias/2025/04/19/detenida-unidad-de-felton-1-por-salidero-en-caldera-video/
